Comment-Id,Post-id,Posting-User-Id,Likes,Commenting-User-Id, Comment
79,20,6,88,7,Some Random Commen with Id 79
80,20,6,10,7,Some Random Commen with Id 80
81,20,6,70,6,Some Random Commen with Id 81
82,20,6,98,8,Some Random Commen with Id 82
83,20,6,34,9,Some Random Commen with Id 83
84,21,3,98,8,Some Random Commen with Id 84
85,21,3,59,0,Some Random Commen with Id 85
86,21,3,8,9,Some Random Commen with Id 86
87,21,3,144,6,Some Random Commen with Id 87
88,22,1,188,3,Some Random Commen with Id 88
89,22,1,50,3,Some Random Commen with Id 89
90,22,1,33,9,Some Random Commen with Id 90
91,22,1,1,9,Some Random Commen with Id 91
92,22,1,17,8,Some Random Commen with Id 92
93,22,1,20,9,Some Random Commen with Id 93
94,22,1,70,3,Some Random Commen with Id 94
95,22,1,168,9,Some Random Commen with Id 95
96,22,1,87,3,Some Random Commen with Id 96
97,23,5,111,4,Some Random Commen with Id 97
98,23,5,150,1,Some Random Commen with Id 98
99,23,5,48,1,Some Random Commen with Id 99
100,24,9,21,3,Some Random Commen with Id 100
101,24,9,162,0,Some Random Commen with Id 101
102,24,9,37,8,Some Random Commen with Id 102
103,24,9,19,4,Some Random Commen with Id 103
104,24,9,106,9,Some Random Commen with Id 104
105,25,0,17,2,Some Random Commen with Id 105
106,25,0,51,6,Some Random Commen with Id 106
107,25,0,37,5,Some Random Commen with Id 107
108,25,0,166,6,Some Random Commen with Id 108
109,26,0,45,9,Some Random Commen with Id 109
110,26,0,131,7,Some Random Commen with Id 110
111,26,0,110,9,Some Random Commen with Id 111
112,26,0,181,4,Some Random Commen with Id 112
113,26,0,111,8,Some Random Commen with Id 113
114,26,0,142,1,Some Random Commen with Id 114
115,26,0,168,6,Some Random Commen with Id 115
116,26,0,87,1,Some Random Commen with Id 116
117,26,0,146,7,Some Random Commen with Id 117
118,27,6,67,8,Some Random Commen with Id 118
119,27,6,52,8,Some Random Commen with Id 119
120,27,6,17,9,Some Random Commen with Id 120
121,27,6,18,5,Some Random Commen with Id 121
122,27,6,172,1,Some Random Commen with Id 122
123,28,6,49,3,Some Random Commen with Id 123
124,28,6,175,3,Some Random Commen with Id 124
125,28,6,184,7,Some Random Commen with Id 125
126,28,6,167,8,Some Random Commen with Id 126
127,28,6,143,7,Some Random Commen with Id 127
128,28,6,161,5,Some Random Commen with Id 128
129,29,5,62,8,Some Random Commen with Id 129
130,30,8,83,1,Some Random Commen with Id 130
131,30,8,115,6,Some Random Commen with Id 131
132,30,8,125,2,Some Random Commen with Id 132
133,30,8,92,0,Some Random Commen with Id 133
134,30,8,179,0,Some Random Commen with Id 134
135,31,2,76,8,Some Random Commen with Id 135
136,31,2,169,9,Some Random Commen with Id 136
137,31,2,15,6,Some Random Commen with Id 137
138,31,2,47,4,Some Random Commen with Id 138
139,31,2,161,9,Some Random Commen with Id 139
140,31,2,36,8,Some Random Commen with Id 140
141,31,2,16,5,Some Random Commen with Id 141
142,31,2,93,2,Some Random Commen with Id 142
143,32,4,5,8,Some Random Commen with Id 143
144,32,4,178,3,Some Random Commen with Id 144
145,32,4,153,0,Some Random Commen with Id 145
146,32,4,113,0,Some Random Commen with Id 146
147,32,4,85,4,Some Random Commen with Id 147
148,32,4,186,6,Some Random Commen with Id 148
149,32,4,96,5,Some Random Commen with Id 149
150,32,4,158,1,Some Random Commen with Id 150
151,33,9,190,7,Some Random Commen with Id 151
152,33,9,127,9,Some Random Commen with Id 152
153,33,9,199,2,Some Random Commen with Id 153
154,33,9,43,3,Some Random Commen with Id 154
155,33,9,104,1,Some Random Commen with Id 155
156,35,4,192,0,Some Random Commen with Id 156
157,35,4,51,8,Some Random Commen with Id 157
158,36,1,35,8,Some Random Commen with Id 158
159,36,1,27,6,Some Random Commen with Id 159
160,36,1,195,1,Some Random Commen with Id 160
161,36,1,94,4,Some Random Commen with Id 161
162,36,1,160,4,Some Random Commen with Id 162
163,37,8,177,6,Some Random Commen with Id 163
164,38,8,197,8,Some Random Commen with Id 164
165,38,8,112,0,Some Random Commen with Id 165
166,38,8,109,1,Some Random Commen with Id 166
167,38,8,178,4,Some Random Commen with Id 167
168,38,8,3,0,Some Random Commen with Id 168
169,38,8,81,0,Some Random Commen with Id 169
170,38,8,33,5,Some Random Commen with Id 170
171,38,8,116,8,Some Random Commen with Id 171
172,39,9,159,9,Some Random Commen with Id 172
173,39,9,92,6,Some Random Commen with Id 173
