Comment-Id,Post-id,Posting-User-Id,Likes,Commenting-User-Id, Comment
63,12,1,71,8,Some Random Commen with Id 63
64,12,1,42,1,Some Random Commen with Id 64
65,12,1,141,8,Some Random Commen with Id 65
66,13,7,92,1,Some Random Commen with Id 66
67,14,6,26,6,Some Random Commen with Id 67
68,14,6,68,5,Some Random Commen with Id 68
69,14,6,70,5,Some Random Commen with Id 69
70,14,6,55,8,Some Random Commen with Id 70
71,15,0,187,1,Some Random Commen with Id 71
72,15,0,171,4,Some Random Commen with Id 72
73,15,0,134,9,Some Random Commen with Id 73
74,15,0,77,5,Some Random Commen with Id 74
75,15,0,170,8,Some Random Commen with Id 75
76,15,0,4,2,Some Random Commen with Id 76
77,15,0,172,9,Some Random Commen with Id 77
78,15,0,93,2,Some Random Commen with Id 78
79,15,0,115,4,Some Random Commen with Id 79
80,16,5,133,2,Some Random Commen with Id 80
81,16,5,53,5,Some Random Commen with Id 81
82,16,5,13,8,Some Random Commen with Id 82
83,16,5,196,5,Some Random Commen with Id 83
84,16,5,65,5,Some Random Commen with Id 84
85,16,5,75,6,Some Random Commen with Id 85
86,16,5,40,2,Some Random Commen with Id 86
87,17,5,137,0,Some Random Commen with Id 87
88,17,5,30,5,Some Random Commen with Id 88
89,17,5,134,1,Some Random Commen with Id 89
90,17,5,172,8,Some Random Commen with Id 90
91,17,5,176,8,Some Random Commen with Id 91
92,18,2,132,9,Some Random Commen with Id 92
93,18,2,69,5,Some Random Commen with Id 93
94,19,8,116,3,Some Random Commen with Id 94
95,20,6,15,0,Some Random Commen with Id 95
96,20,6,79,0,Some Random Commen with Id 96
97,20,6,16,7,Some Random Commen with Id 97
98,20,6,125,7,Some Random Commen with Id 98
99,20,6,32,3,Some Random Commen with Id 99
100,20,6,121,4,Some Random Commen with Id 100
101,20,6,28,8,Some Random Commen with Id 101
102,21,6,154,2,Some Random Commen with Id 102
103,22,5,17,1,Some Random Commen with Id 103
104,22,5,38,4,Some Random Commen with Id 104
105,22,5,46,2,Some Random Commen with Id 105
106,22,5,197,5,Some Random Commen with Id 106
107,22,5,59,3,Some Random Commen with Id 107
108,22,5,146,0,Some Random Commen with Id 108
109,23,2,141,7,Some Random Commen with Id 109
110,23,2,191,2,Some Random Commen with Id 110
111,24,7,99,1,Some Random Commen with Id 111
112,24,7,129,4,Some Random Commen with Id 112
113,24,7,29,5,Some Random Commen with Id 113
114,24,7,127,8,Some Random Commen with Id 114
115,24,7,115,0,Some Random Commen with Id 115
116,24,7,116,5,Some Random Commen with Id 116
117,25,0,159,3,Some Random Commen with Id 117
118,26,7,67,8,Some Random Commen with Id 118
119,26,7,14,0,Some Random Commen with Id 119
120,26,7,165,2,Some Random Commen with Id 120
121,26,7,65,1,Some Random Commen with Id 121
122,26,7,166,4,Some Random Commen with Id 122
123,26,7,66,6,Some Random Commen with Id 123
124,28,9,6,8,Some Random Commen with Id 124
125,28,9,35,3,Some Random Commen with Id 125
126,28,9,172,2,Some Random Commen with Id 126
127,28,9,162,2,Some Random Commen with Id 127
128,28,9,45,0,Some Random Commen with Id 128
129,28,9,145,0,Some Random Commen with Id 129
130,28,9,187,1,Some Random Commen with Id 130
131,28,9,40,7,Some Random Commen with Id 131
132,28,9,96,3,Some Random Commen with Id 132
133,29,3,116,0,Some Random Commen with Id 133
134,29,3,81,0,Some Random Commen with Id 134
135,30,2,103,7,Some Random Commen with Id 135
136,30,2,175,4,Some Random Commen with Id 136
137,30,2,77,9,Some Random Commen with Id 137
138,30,2,52,6,Some Random Commen with Id 138
139,31,8,133,3,Some Random Commen with Id 139
140,32,6,23,7,Some Random Commen with Id 140
141,32,6,32,6,Some Random Commen with Id 141
142,32,6,156,9,Some Random Commen with Id 142
143,32,6,160,5,Some Random Commen with Id 143
144,32,6,144,2,Some Random Commen with Id 144
145,32,6,24,2,Some Random Commen with Id 145
146,32,6,73,6,Some Random Commen with Id 146
147,32,6,190,1,Some Random Commen with Id 147
148,33,9,65,4,Some Random Commen with Id 148
149,34,9,84,9,Some Random Commen with Id 149
150,34,9,30,8,Some Random Commen with Id 150
151,34,9,50,2,Some Random Commen with Id 151
152,34,9,0,7,Some Random Commen with Id 152
153,34,9,140,7,Some Random Commen with Id 153
154,34,9,104,0,Some Random Commen with Id 154
155,35,6,72,4,Some Random Commen with Id 155
156,35,6,23,1,Some Random Commen with Id 156
157,35,6,63,7,Some Random Commen with Id 157
158,35,6,15,1,Some Random Commen with Id 158
159,35,6,91,1,Some Random Commen with Id 159
160,35,6,35,0,Some Random Commen with Id 160
161,35,6,81,7,Some Random Commen with Id 161
162,35,6,44,1,Some Random Commen with Id 162
163,35,6,111,9,Some Random Commen with Id 163
164,36,3,162,2,Some Random Commen with Id 164
165,36,3,195,6,Some Random Commen with Id 165
166,36,3,81,6,Some Random Commen with Id 166
167,36,3,151,5,Some Random Commen with Id 167
168,36,3,114,9,Some Random Commen with Id 168
169,36,3,15,0,Some Random Commen with Id 169
170,36,3,82,8,Some Random Commen with Id 170
171,36,3,51,1,Some Random Commen with Id 171
172,37,8,90,2,Some Random Commen with Id 172
173,37,8,67,6,Some Random Commen with Id 173
174,37,8,173,9,Some Random Commen with Id 174
175,38,2,83,5,Some Random Commen with Id 175
176,38,2,186,5,Some Random Commen with Id 176
177,38,2,76,3,Some Random Commen with Id 177
178,39,2,17,6,Some Random Commen with Id 178
179,39,2,26,8,Some Random Commen with Id 179
180,39,2,88,0,Some Random Commen with Id 180
181,39,2,138,4,Some Random Commen with Id 181
182,39,2,14,3,Some Random Commen with Id 182
183,39,2,15,0,Some Random Commen with Id 183
184,39,2,45,4,Some Random Commen with Id 184
185,39,2,184,4,Some Random Commen with Id 185
186,39,2,61,2,Some Random Commen with Id 186
