Comment-Id,Post-id,Posting-User-Id,Likes,Commenting-User-Id, Comment
45,11,1,24,2,Some Random Commen with Id 45
46,11,1,50,8,Some Random Commen with Id 46
47,11,1,102,3,Some Random Commen with Id 47
48,12,2,14,7,Some Random Commen with Id 48
49,12,2,195,4,Some Random Commen with Id 49
50,12,2,150,4,Some Random Commen with Id 50
51,12,2,61,5,Some Random Commen with Id 51
52,12,2,125,7,Some Random Commen with Id 52
53,13,4,29,8,Some Random Commen with Id 53
54,13,4,115,5,Some Random Commen with Id 54
55,13,4,118,2,Some Random Commen with Id 55
56,13,4,131,3,Some Random Commen with Id 56
57,14,2,50,6,Some Random Commen with Id 57
58,14,2,55,1,Some Random Commen with Id 58
59,14,2,127,7,Some Random Commen with Id 59
60,14,2,185,8,Some Random Commen with Id 60
61,14,2,149,7,Some Random Commen with Id 61
62,14,2,15,0,Some Random Commen with Id 62
63,14,2,79,4,Some Random Commen with Id 63
64,14,2,110,6,Some Random Commen with Id 64
65,15,3,71,3,Some Random Commen with Id 65
66,15,3,51,2,Some Random Commen with Id 66
67,15,3,109,2,Some Random Commen with Id 67
68,15,3,8,9,Some Random Commen with Id 68
69,15,3,162,5,Some Random Commen with Id 69
70,15,3,148,2,Some Random Commen with Id 70
71,15,3,172,7,Some Random Commen with Id 71
72,15,3,90,0,Some Random Commen with Id 72
73,15,3,53,4,Some Random Commen with Id 73
74,16,3,168,5,Some Random Commen with Id 74
75,16,3,175,7,Some Random Commen with Id 75
76,16,3,143,0,Some Random Commen with Id 76
77,16,3,148,8,Some Random Commen with Id 77
78,16,3,154,5,Some Random Commen with Id 78
79,17,0,161,9,Some Random Commen with Id 79
80,18,6,171,5,Some Random Commen with Id 80
81,18,6,119,0,Some Random Commen with Id 81
82,18,6,135,6,Some Random Commen with Id 82
83,19,9,135,1,Some Random Commen with Id 83
84,19,9,181,0,Some Random Commen with Id 84
85,19,9,133,8,Some Random Commen with Id 85
86,19,9,126,6,Some Random Commen with Id 86
87,20,4,5,5,Some Random Commen with Id 87
88,20,4,147,2,Some Random Commen with Id 88
89,21,5,110,5,Some Random Commen with Id 89
90,21,5,149,9,Some Random Commen with Id 90
91,22,9,87,6,Some Random Commen with Id 91
92,22,9,2,7,Some Random Commen with Id 92
93,23,7,34,9,Some Random Commen with Id 93
94,23,7,161,6,Some Random Commen with Id 94
95,23,7,165,1,Some Random Commen with Id 95
96,23,7,56,2,Some Random Commen with Id 96
97,23,7,189,3,Some Random Commen with Id 97
98,23,7,168,7,Some Random Commen with Id 98
99,24,7,140,8,Some Random Commen with Id 99
100,24,7,71,2,Some Random Commen with Id 100
101,24,7,58,1,Some Random Commen with Id 101
102,24,7,22,3,Some Random Commen with Id 102
103,24,7,61,1,Some Random Commen with Id 103
104,24,7,73,8,Some Random Commen with Id 104
105,24,7,166,8,Some Random Commen with Id 105
106,25,6,125,4,Some Random Commen with Id 106
107,25,6,96,9,Some Random Commen with Id 107
108,25,6,30,5,Some Random Commen with Id 108
109,25,6,177,0,Some Random Commen with Id 109
110,25,6,167,6,Some Random Commen with Id 110
111,25,6,7,7,Some Random Commen with Id 111
112,25,6,117,2,Some Random Commen with Id 112
113,26,9,15,0,Some Random Commen with Id 113
114,26,9,78,8,Some Random Commen with Id 114
115,26,9,154,8,Some Random Commen with Id 115
116,27,7,43,5,Some Random Commen with Id 116
117,28,6,43,2,Some Random Commen with Id 117
118,28,6,115,8,Some Random Commen with Id 118
119,28,6,132,4,Some Random Commen with Id 119
120,28,6,18,3,Some Random Commen with Id 120
121,28,6,194,6,Some Random Commen with Id 121
122,28,6,144,3,Some Random Commen with Id 122
123,28,6,61,7,Some Random Commen with Id 123
124,29,6,115,3,Some Random Commen with Id 124
125,29,6,59,3,Some Random Commen with Id 125
126,29,6,114,6,Some Random Commen with Id 126
127,29,6,53,6,Some Random Commen with Id 127
128,31,4,122,8,Some Random Commen with Id 128
129,31,4,52,9,Some Random Commen with Id 129
130,31,4,98,9,Some Random Commen with Id 130
131,31,4,118,2,Some Random Commen with Id 131
132,31,4,102,8,Some Random Commen with Id 132
133,31,4,15,0,Some Random Commen with Id 133
134,31,4,41,1,Some Random Commen with Id 134
135,32,0,87,0,Some Random Commen with Id 135
136,32,0,68,3,Some Random Commen with Id 136
137,33,5,182,8,Some Random Commen with Id 137
138,34,6,136,6,Some Random Commen with Id 138
139,34,6,153,8,Some Random Commen with Id 139
140,34,6,25,5,Some Random Commen with Id 140
141,35,5,7,9,Some Random Commen with Id 141
142,35,5,183,9,Some Random Commen with Id 142
143,35,5,66,8,Some Random Commen with Id 143
144,35,5,69,8,Some Random Commen with Id 144
145,35,5,82,8,Some Random Commen with Id 145
146,35,5,24,5,Some Random Commen with Id 146
147,35,5,115,5,Some Random Commen with Id 147
148,35,5,56,5,Some Random Commen with Id 148
149,36,0,166,5,Some Random Commen with Id 149
150,36,0,148,1,Some Random Commen with Id 150
151,36,0,107,5,Some Random Commen with Id 151
152,36,0,3,9,Some Random Commen with Id 152
153,36,0,129,1,Some Random Commen with Id 153
154,36,0,147,9,Some Random Commen with Id 154
155,37,6,170,5,Some Random Commen with Id 155
156,38,0,195,7,Some Random Commen with Id 156
157,39,8,150,0,Some Random Commen with Id 157
158,39,8,41,6,Some Random Commen with Id 158
159,39,8,17,2,Some Random Commen with Id 159
160,39,8,101,5,Some Random Commen with Id 160
161,39,8,147,5,Some Random Commen with Id 161
162,39,8,76,1,Some Random Commen with Id 162
